exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
3316,0.784678,0.216569,0,-0.219776,0.0527896,0.373721,-78.0487
3317,0.784042,0.216695,0,-0.219923,0.0528675,0.373191,-78.0218
3318,0.783401,0.216822,0,-0.220072,0.0529459,0.372663,-77.9949
3319,0.782755,0.21695,0,-0.220222,0.053025,0.372136,-77.9677
3320,0.782103,0.217078,0,-0.220373,0.0531048,0.37161,-77.9403
3321,0.781447,0.217208,0,-0.220527,0.0531852,0.371086,-77.9128
3322,0.780784,0.217339,0,-0.220681,0.0532663,0.370564,-77.885
3323,0.780116,0.217471,0,-0.220838,0.0533481,0.370042,-77.8571
3324,0.779443,0.217604,0,-0.220996,0.0534306,0.369523,-77.8289
3325,0.778763,0.217738,0,-0.221156,0.0535139,0.369004,-77.8005
3326,0.778077,0.217874,0,-0.221318,0.0535979,0.368487,-77.7719
3327,0.777385,0.21801,0,-0.221482,0.0536828,0.367972,-77.7431
3328,0.776687,0.218148,0,-0.221648,0.0537684,0.367458,-77.714
3329,0.775982,0.218287,0,-0.221815,0.0538548,0.366945,-77.6848
3330,0.775271,0.218427,0,-0.221985,0.0539421,0.366434,-77.6552
3331,0.774552,0.218568,0,-0.222156,0.0540303,0.365925,-77.6254
3332,0.773827,0.218711,0,-0.22233,0.0541193,0.365417,-77.5954
3333,0.773095,0.218855,0,-0.222506,0.0542093,0.36491,-77.5651
3334,0.772355,0.219,0,-0.222684,0.0543001,0.364404,-77.5345
3335,0.771607,0.219147,0,-0.222865,0.054392,0.363901,-77.5037
3336,0.770852,0.219295,0,-0.223048,0.0544848,0.363398,-77.4726
3337,0.770089,0.219445,0,-0.223233,0.0545787,0.362897,-77.4412
3338,0.769318,0.219596,0,-0.223421,0.0546736,0.362398,-77.4094
3339,0.768538,0.219749,0,-0.223611,0.0547695,0.3619,-77.3774
3340,0.76775,0.219903,0,-0.223804,0.0548666,0.361403,-77.3451
3341,0.766953,0.220059,0,-0.224,0.0549648,0.360908,-77.3124
3342,0.766147,0.220217,0,-0.224198,0.0550642,0.360415,-77.2794
3343,0.765332,0.220376,0,-0.224399,0.0551648,0.359922,-77.246
3344,0.764507,0.220537,0,-0.224604,0.0552666,0.359432,-77.2123
3345,0.763673,0.2207,0,-0.224811,0.0553697,0.358943,-77.1782
3346,0.762828,0.220865,0,-0.225022,0.0554741,0.358455,-77.1438
3347,0.761973,0.221031,0,-0.225236,0.0555799,0.357969,-77.109
3348,0.761107,0.2212,0,-0.225453,0.055687,0.357484,-77.0737
3349,0.760231,0.22137,0,-0.225674,0.0557956,0.357001,-77.0381
3350,0.759343,0.221543,0,-0.225898,0.0559057,0.356519,-77.002
3351,0.758443,0.221718,0,-0.226126,0.0560173,0.356039,-76.9655
3352,0.757531,0.221895,0,-0.226358,0.0561306,0.35556,-76.9285
3353,0.756607,0.222074,0,-0.226594,0.0562454,0.355083,-76.8911
3354,0.75567,0.222255,0,-0.226834,0.0563619,0.354607,-76.8532
3355,0.754721,0.222439,0,-0.227079,0.0564802,0.354133,-76.8148
3356,0.753757,0.222626,0,-0.227327,0.0566003,0.353661,-76.7758
3357,0.75278,0.222814,0,-0.227581,0.0567223,0.35319,-76.7364
3358,0.751788,0.223006,0,-0.227839,0.0568462,0.35272,-76.6964
3359,0.750782,0.2232,0,-0.228102,0.0569721,0.352252,-76.6558
3360,0.74976,0.223397,0,-0.22837,0.0571,0.351786,-76.6147
3361,0.748722,0.223596,0,-0.228643,0.0572301,0.351321,-76.5729
3362,0.747668,0.223799,0,-0.228922,0.0573624,0.350858,-76.5305
3363,0.746597,0.224004,0,-0.229207,0.057497,0.350396,-76.4875
3364,0.745508,0.224213,0,-0.229497,0.057634,0.349936,-76.4438
3365,0.744401,0.224425,0,-0.229794,0.0577735,0.349477,-76.3994
3366,0.743276,0.22464,0,-0.230097,0.0579155,0.349021,-76.3543
3367,0.742131,0.224859,0,-0.230407,0.0580602,0.348565,-76.3085
3368,0.740966,0.225081,0,-0.230724,0.0582077,0.348112,-76.2619
3369,0.739781,0.225307,0,-0.231048,0.0583581,0.34766,-76.2144
3370,0.738573,0.225537,0,-0.23138,0.0585115,0.347209,-76.1662
3371,0.737344,0.225771,0,-0.23172,0.0586679,0.346761,-76.117
3372,0.736091,0.226008,0,-0.232067,0.0588276,0.346313,-76.067
3373,0.734813,0.22625,0,-0.232424,0.0589907,0.345868,-76.016
3374,0.733511,0.226497,0,-0.232789,0.0591574,0.345424,-75.9641
3375,0.732183,0.226748,0,-0.233164,0.0593277,0.344983,-75.9111
3376,0.730828,0.227003,0,-0.233549,0.0595018,0.344542,-75.8571
3377,0.729444,0.227264,0,-0.233944,0.05968,0.344104,-75.802
3378,0.728031,0.227529,0,-0.234351,0.0598624,0.343667,-75.7458
3379,0.726588,0.2278,0,-0.234768,0.0600492,0.343232,-75.6883
3380,0.725112,0.228077,0,-0.235198,0.0602406,0.342799,-75.6296
3381,0.723604,0.228359,0,-0.23564,0.0604368,0.342368,-75.5696
3382,0.72206,0.228647,0,-0.236096,0.060638,0.341938,-75.5082
3383,0.720481,0.228941,0,-0.236565,0.0608445,0.341511,-75.4454
3384,0.718863,0.229242,0,-0.237049,0.0610565,0.341085,-75.3811
3385,0.717206,0.229549,0,-0.237549,0.0612744,0.340661,-75.3153
3386,0.715507,0.229864,0,-0.238065,0.0614985,0.34024,-75.2478
3387,0.713766,0.230186,0,-0.238599,0.0617291,0.33982,-75.1786
3388,0.711978,0.230515,0,-0.239152,0.0619665,0.339402,-75.1075
3389,0.710143,0.230853,0,-0.239724,0.0622111,0.338986,-75.0346
3390,0.708257,0.231199,0,-0.240316,0.0624633,0.338572,-74.9597
3391,0.706319,0.231554,0,-0.240931,0.0627235,0.33816,-74.8826
3392,0.704326,0.231918,0,-0.241569,0.0629921,0.337751,-74.8033
3393,0.702274,0.232292,0,-0.242231,0.0632698,0.337343,-74.7217
3394,0.70016,0.232676,0,-0.242921,0.0635571,0.336938,-74.6376
3395,0.697982,0.23307,0,-0.243639,0.0638546,0.336535,-74.5509
3396,0.695735,0.233476,0,-0.244388,0.0641628,0.336134,-74.4614
3397,0.693416,0.233894,0,-0.245169,0.0644826,0.335736,-74.369
3398,0.69102,0.234325,0,-0.245986,0.0648146,0.33534,-74.2734
3399,0.688543,0.234768,0,-0.24684,0.0651597,0.334946,-74.1746
3400,0.68598,0.235225,0,-0.247735,0.0655189,0.334555,-74.0721
3401,0.683325,0.235698,0,-0.248674,0.0658931,0.334167,-73.966
3402,0.680573,0.236186,0,-0.24966,0.0662834,0.333781,-73.8558
3403,0.677718,0.23669,0,-0.250698,0.0666911,0.333398,-73.7413
3404,0.674751,0.237212,0,-0.251791,0.0671175,0.333017,-73.6222
3405,0.671667,0.237753,0,-0.252946,0.0675641,0.33264,-73.4982
3406,0.668457,0.238313,0,-0.254167,0.0680326,0.332266,-73.3688
3407,0.66511,0.238895,0,-0.255461,0.068525,0.331894,-73.2338
3408,0.661619,0.239499,0,-0.256835,0.069043,0.331526,-73.0926
3409,0.657971,0.240128,0,-0.258297,0.0695892,0.331161,-72.9447
3410,0.654154,0.240782,0,-0.259856,0.0701661,0.3308,-72.7895
3411,0.650154,0.241465,0,-0.261523,0.0707768,0.330442,-72.6266
3412,0.645957,0.242177,0,-0.26331,0.0714246,0.330088,-72.455
3413,0.641546,0.242922,0,-0.265231,0.0721133,0.329738,-72.274
3414,0.636901,0.243702,0,-0.267302,0.0728474,0.329392,-72.0828
3415,0.632002,0.244519,0,-0.269542,0.0736318,0.329051,-71.8803
3416,0.626825,0.245378,0,-0.271973,0.0744726,0.328714,-71.6654
3417,0.621342,0.246281,0,-0.274622,0.0753765,0.328382,-71.4366
3418,0.615522,0.247232,0,-0.277521,0.0763514,0.328055,-71.1924
3419,0.609331,0.248237,0,-0.280706,0.077407,0.327733,-70.9311
3420,0.602727,0.2493,0,-0.284224,0.0785543,0.327418,-70.6505
3421,0.595663,0.250427,0,-0.288131,0.079807,0.327109,-70.3481
3422,0.588084,0.251625,0,-0.292495,0.0811812,0.326806,-70.021
3423,0.579926,0.252902,0,-0.297403,0.082697,0.326511,-69.6656
3424,0.571112,0.254266,0,-0.302963,0.084379,0.326225,-69.2777
3425,0.561554,0.255728,0,-0.309316,0.086258,0.325947,-68.852
3426,0.551141,0.2573,0,-0.316643,0.0883731,0.325679,-68.3822
3427,0.539742,0.258995,0,-0.325185,0.0907748,0.325422,-67.8599
3428,0.527195,0.260832,0,-0.33527,0.0935291,0.325178,-67.2751
3429,0.513298,0.262829,0,-0.347349,0.096725,0.324948,-66.6142
3430,0.497796,0.265009,0,-0.362068,0.100484,0.324734,-65.8596
3431,0.480364,0.2674,0,-0.380371,0.10498,0.32454,-64.9872
3432,0.460572,0.270035,0,-0.403702,0.110462,0.324368,-63.9635
3433,0.437848,0.272952,0,-0.434371,0.117316,0.324225,-62.7399
3434,0.4114,0.276189,0,-0.476272,0.126158,0.324117,-61.2431
3435,0.380111,0.279784,0,-0.536478,0.138043,0.324056,-59.3559
3436,0.342341,0.283742,0,-0.62904,0.154937,0.324057,-56.8774
3437,0.295643,0.287955,0,-0.785491,0.180958,0.324152,-53.4281
3438,0.236487,0.291911,0,-1.08953,0.226243,0.324397,-48.1886
3439,0.161718,0.293522,0,-1.8277,0.3227,0.324929,-38.9918
3440,0.0814683,0.285042,0,-4.39673,0.611712,0.326185,-17.8583
3441,0.0316428,0.287618,0,-2.66286,0.990056,0.329492,18.5655
3442,0.0119962,0.300168,0,-0.628122,0.999459,0.334296,27.261
3443,0.00471024,0.302653,0,-0.242099,0.999583,0.33931,28.0252
3444,0.00203595,0.302016,0,-0.124422,0.999504,0.344261,26.9465
3445,0.00107498,0.300545,0,-0.0838179,0.999332,0.349075,25.2726
3446,0.000752034,0.299021,0,-0.0729697,0.999066,0.353732,23.4149
3447,0.000668277,0.297714,0,-0.074998,0.998689,0.358228,21.5394
3448,0.000675419,0.296701,0,-0.0828913,0.99818,0.362568,19.7181
3449,0.000717961,0.295982,0,-0.093585,0.99752,0.366759,17.9827
3450,0.000774831,0.295532,0,-0.105693,0.996688,0.37081,16.3479
3451,0.000837723,0.295318,0,-0.118536,0.995673,0.37473,14.8201
3452,0.000903067,0.295306,0,-0.131731,0.994469,0.378527,13.4019
3453,0.00096904,0.295467,0,-0.145009,0.99308,0.382212,12.0936
3454,0.00103452,0.295772,0,-0.158157,0.991522,0.385791,10.8935
3455,0.00109867,0.296198,0,-0.170993,0.989817,0.389274,9.7988
3456,0.0011608,0.296723,0,-0.183363,0.987998,0.392669,8.80522
3457,0.00122036,0.297331,0,-0.195144,0.986101,0.395983,7.9076
3458,0.00127691,0.298008,0,-0.206242,0.984161,0.399222,7.10001
3459,0.00133014,0.298741,0,-0.216596,0.982216,0.402394,6.37595
3460,0.00137986,0.299521,0,-0.226175,0.980296,0.405504,5.72865
3461,0.00142598,0.30034,0,-0.234973,0.978427,0.408557,5.15125
3462,0.0014685,0.301192,0,-0.243006,0.976632,0.411558,4.63699
3463,0.00150751,0.302072,0,-0.250304,0.974924,0.414511,4.17936
3464,0.00154317,0.302977,0,-0.256912,0.973314,0.417421,3.77221
3465,0.00157565,0.303903,0,-0.262878,0.971805,0.42029,3.40977
3466,0.00160519,0.304848,0,-0.268258,0.970399,0.423121,3.08678
3467,0.00163201,0.305811,0,-0.273106,0.969093,0.425917,2.79841
3468,0.00165636,0.30679,0,-0.277477,0.967883,0.428681,2.54032
3469,0.00167848,0.307784,0,-0.281421,0.966763,0.431414,2.30863
3470,0.00169861,0.308791,0,-0.284989,0.965726,0.434117,2.09987
3471,0.00171696,0.309811,0,-0.288226,0.964765,0.436794,1.91098
3472,0.00173374,0.310844,0,-0.291171,0.963873,0.439444,1.73926
3473,0.00174915,0.311889,0,-0.293863,0.963042,0.442069,1.58236
3474,0.00176335,0.312945,0,-0.296335,0.962265,0.444671,1.43819
3475,0.0017765,0.314012,0,-0.298615,0.961535,0.447249,1.30496
3476,0.00178874,0.31509,0,-0.300731,0.960847,0.449805,1.18109
3477,0.0018002,0.316178,0,-0.302705,0.960195,0.45234,1.06522
3478,0.00181098,0.317276,0,-0.304558,0.959574,0.454853,0.956175
3479,0.00182118,0.318384,0,-0.306307,0.958979,0.457346,0.852932
3480,0.00183089,0.319502,0,-0.307967,0.958406,0.459819,0.75461
3481,0.00184019,0.320628,0,-0.309551,0.957852,0.462272,0.66045
3482,0.00184913,0.321763,0,-0.311072,0.957314,0.464707,0.569799
3483,0.00185778,0.322907,0,-0.312539,0.956788,0.467122,0.482094
3484,0.00186619,0.32406,0,-0.313961,0.956272,0.469519,0.396852
3485,0.00187439,0.32522,0,-0.315345,0.955764,0.471897,0.31366
3486,0.00188243,0.326389,0,-0.316698,0.955262,0.474257,0.232163
3487,0.00189034,0.327565,0,-0.318025,0.954765,0.4766,0.152057
3488,0.00189815,0.328748,0,-0.31933,0.95427,0.478925,0.0730838
3489,0.00190588,0.329939,0,-0.320619,0.953777,0.481232,-0.00497881
3490,0.00191354,0.331137,0,-0.321893,0.953284,0.483522,-0.0823188
3491,0.00192117,0.332342,0,-0.323157,0.952791,0.485795,-0.159097
3492,0.00192878,0.333553,0,-0.324412,0.952297,0.488051,-0.235449
3493,0.00193637,0.334771,0,-0.325661,0.951801,0.49029,-0.31149
3494,0.00194396,0.335995,0,-0.326905,0.951302,0.492513,-0.387317
3495,0.00195156,0.337225,0,-0.328146,0.9508,0.494719,-0.463014
3496,0.00195918,0.338461,0,-0.329386,0.950294,0.496908,-0.538648
3497,0.00196682,0.339702,0,-0.330625,0.949784,0.499081,-0.614278
3498,0.00197449,0.340949,0,-0.331864,0.94927,0.501239,-0.689952
3499,0.0019822,0.342201,0,-0.333103,0.948751,0.50338,-0.76571
3500,0.00198994,0.343457,0,-0.334344,0.948227,0.505505,-0.841584
3501,0.00199774,0.344719,0,-0.335587,0.947697,0.507614,-0.917602
3502,0.00200557,0.345985,0,-0.336832,0.947163,0.509707,-0.993785
3503,0.00201346,0.347256,0,-0.33808,0.946622,0.511785,-1.07015
3504,0.0020214,0.34853,0,-0.339331,0.946076,0.513848,-1.14671
3505,0.00202939,0.349809,0,-0.340584,0.945524,0.515894,-1.22348
3506,0.00203744,0.351092,0,-0.34184,0.944966,0.517926,-1.30047
3507,0.00204554,0.352378,0,-0.3431,0.944402,0.519943,-1.37767
3508,0.0020537,0.353667,0,-0.344362,0.943832,0.521944,-1.4551
3509,0.00206192,0.35496,0,-0.345628,0.943255,0.52393,-1.53276
3510,0.0020702,0.356256,0,-0.346896,0.942672,0.525902,-1.61064
3511,0.00207854,0.357555,0,-0.348168,0.942083,0.527858,-1.68875
3512,0.00208694,0.358856,0,-0.349443,0.941487,0.5298,-1.76709
3513,0.00209539,0.36016,0,-0.35072,0.940884,0.531728,-1.84565
3514,0.00210391,0.361467,0,-0.352,0.940276,0.53364,-1.92443
3515,0.00211249,0.362775,0,-0.353283,0.93966,0.535539,-2.00343
3516,0.00212114,0.364086,0,-0.354568,0.939038,0.537423,-2.08265
3517,0.00212984,0.365399,0,-0.355855,0.938409,0.539293,-2.16207
3518,0.0021386,0.366713,0,-0.357145,0.937774,0.541148,-2.2417
3519,0.00214743,0.368028,0,-0.358436,0.937132,0.54299,-2.32153
3520,0.00215631,0.369345,0,-0.35973,0.936483,0.544818,-2.40156
3521,0.00216526,0.370663,0,-0.361025,0.935828,0.546632,-2.48179
3522,0.00217427,0.371982,0,-0.362322,0.935165,0.548432,-2.5622
3523,0.00218334,0.373302,0,-0.36362,0.934496,0.550218,-2.64279
3524,0.00219247,0.374623,0,-0.364919,0.933821,0.551991,-2.72356
3525,0.00220166,0.375944,0,-0.36622,0.933138,0.55375,-2.80451
3526,0.00221092,0.377265,0,-0.367521,0.932449,0.555496,-2.88563
3527,0.00222023,0.378587,0,-0.368823,0.931753,0.557229,-2.96691
3528,0.00222961,0.379909,0,-0.370126,0.93105,0.558949,-3.04835
3529,0.00223904,0.38123,0,-0.371429,0.93034,0.560655,-3.12995
3530,0.00224854,0.382551,0,-0.372733,0.929624,0.562348,-3.2117
3531,0.0022581,0.383872,0,-0.374036,0.9289,0.564029,-3.29359
3532,0.00226772,0.385193,0,-0.375339,0.92817,0.565696,-3.37563
3533,0.0022774,0.386512,0,-0.376643,0.927433,0.567351,-3.45781
3534,0.00228714,0.387831,0,-0.377945,0.926689,0.568993,-3.54012
3535,0.00229694,0.389149,0,-0.379248,0.925939,0.570622,-3.62257
3536,0.0023068,0.390466,0,-0.380549,0.925181,0.572239,-3.70515
3537,0.00231673,0.391781,0,-0.38185,0.924417,0.573844,-3.78785
3538,0.00232671,0.393095,0,-0.383149,0.923645,0.575436,-3.87067
3539,0.00233676,0.394408,0,-0.384448,0.922867,0.577015,-3.95361
3540,0.00234686,0.395718,0,-0.385745,0.922082,0.578583,-4.03666
3541,0.00235703,0.397027,0,-0.387041,0.92129,0.580139,-4.11983
3542,0.00236726,0.398335,0,-0.388335,0.920491,0.581682,-4.2031
3543,0.00237755,0.39964,0,-0.389627,0.919685,0.583214,-4.28649
3544,0.0023879,0.400942,0,-0.390918,0.918872,0.584734,-4.36997
3545,0.00239832,0.402243,0,-0.392206,0.918053,0.586242,-4.45356
3546,0.00240879,0.403541,0,-0.393493,0.917226,0.587738,-4.53725
3547,0.00241933,0.404837,0,-0.394777,0.916393,0.589223,-4.62104
3548,0.00242993,0.406129,0,-0.396058,0.915552,0.590696,-4.70492
3549,0.00244059,0.407419,0,-0.397337,0.914705,0.592157,-4.78889
3550,0.00245132,0.408707,0,-0.398613,0.91385,0.593608,-4.87296
3551,0.0024621,0.409991,0,-0.399887,0.912989,0.595047,-4.95712
3552,0.00247295,0.411272,0,-0.401157,0.91212,0.596474,-5.04136
3553,0.00248387,0.412549,0,-0.402424,0.911245,0.597891,-5.12569
3554,0.00249485,0.413824,0,-0.403688,0.910362,0.599297,-5.21011
3555,0.00250589,0.415094,0,-0.404949,0.909473,0.600691,-5.29462
3556,0.00251699,0.416362,0,-0.406206,0.908576,0.602075,-5.3792
3557,0.00252816,0.417625,0,-0.40746,0.907673,0.603447,-5.46387
3558,0.0025394,0.418885,0,-0.40871,0.906762,0.604809,-5.54862
3559,0.0025507,0.420141,0,-0.409956,0.905844,0.606161,-5.63346
3560,0.00256206,0.421393,0,-0.411198,0.904919,0.607501,-5.71837
3561,0.0025735,0.422641,0,-0.412436,0.903987,0.608831,-5.80337
3562,0.00258499,0.423884,0,-0.41367,0.903048,0.610151,-5.88845
3563,0.00259656,0.425124,0,-0.4149,0.902102,0.61146,-5.9736
3564,0.00260819,0.426359,0,-0.416125,0.901149,0.612759,-6.05884
3565,0.00261989,0.427589,0,-0.417346,0.900188,0.614048,-6.14416
3566,0.00263166,0.428815,0,-0.418562,0.89922,0.615326,-6.22956
3567,0.0026435,0.430036,0,-0.419774,0.898245,0.616594,-6.31504
3568,0.00265541,0.431253,0,-0.420981,0.897263,0.617852,-6.40059
3569,0.00266739,0.432464,0,-0.422183,0.896274,0.6191,-6.48623
3570,0.00267943,0.433671,0,-0.423379,0.895277,0.620339,-6.57196
3571,0.00269155,0.434873,0,-0.424571,0.894273,0.621567,-6.65776
3572,0.00270374,0.436069,0,-0.425758,0.893262,0.622785,-6.74365
3573,0.00271601,0.437261,0,-0.426939,0.892243,0.623994,-6.82962
3574,0.00272834,0.438447,0,-0.428115,0.891217,0.625193,-6.91568
3575,0.00274075,0.439628,0,-0.429285,0.890184,0.626383,-7.00182
3576,0.00275324,0.440803,0,-0.43045,0.889143,0.627563,-7.08806
3577,0.0027658,0.441973,0,-0.431609,0.888094,0.628733,-7.17438
3578,0.00277844,0.443137,0,-0.432762,0.887038,0.629894,-7.2608
3579,0.00279115,0.444296,0,-0.433909,0.885975,0.631046,-7.34731
3580,0.00280394,0.445449,0,-0.435051,0.884904,0.632188,-7.43391
3581,0.00281681,0.446596,0,-0.436187,0.883826,0.633321,-7.5206
3582,0.00282976,0.447737,0,-0.437316,0.88274,0.634445,-7.6074
3583,0.00284279,0.448872,0,-0.438439,0.881646,0.63556,-7.69429
3584,0.0028559,0.450002,0,-0.439556,0.880545,0.636665,-7.78128
3585,0.00286909,0.451125,0,-0.440667,0.879436,0.637762,-7.86837
3586,0.00288237,0.452242,0,-0.441771,0.878319,0.63885,-7.95557
3587,0.00289573,0.453353,0,-0.442869,0.877195,0.639929,-8.04288
3588,0.00290918,0.454457,0,-0.443959,0.876062,0.640999,-8.1303
3589,0.00292271,0.455555,0,-0.445044,0.874922,0.64206,-8.21784
3590,0.00293633,0.456647,0,-0.446121,0.873774,0.643112,-8.3055
3591,0.00295004,0.457732,0,-0.447192,0.872618,0.644156,-8.39328
3592,0.00296384,0.458811,0,-0.448256,0.871453,0.645191,-8.48117
3593,0.00297773,0.459883,0,-0.449313,0.870281,0.646218,-8.5692
3594,0.00299171,0.460948,0,-0.450362,0.869101,0.647236,-8.65735
3595,0.00300579,0.462007,0,-0.451405,0.867912,0.648246,-8.74563
3596,0.00301996,0.463059,0,-0.45244,0.866716,0.649247,-8.83405
3597,0.00303423,0.464104,0,-0.453468,0.865511,0.65024,-8.92261
3598,0.00304859,0.465142,0,-0.454489,0.864297,0.651224,-9.01131
3599,0.00306305,0.466173,0,-0.455502,0.863076,0.652201,-9.10016
3600,0.00307762,0.467197,0,-0.456508,0.861845,0.653169,-9.18916
3601,0.00309229,0.468214,0,-0.457506,0.860607,0.654129,-9.27831
3602,0.00310706,0.469224,0,-0.458497,0.859359,0.655081,-9.36763
3603,0.00312194,0.470227,0,-0.45948,0.858103,0.656024,-9.4571
3604,0.00313692,0.471223,0,-0.460455,0.856839,0.65696,-9.54675
3605,0.00315202,0.472211,0,-0.461422,0.855565,0.657888,-9.63657
3606,0.00316722,0.473191,0,-0.462381,0.854283,0.658808,-9.72656
3607,0.00318254,0.474165,0,-0.463332,0.852992,0.65972,-9.81674
3608,0.00319797,0.475131,0,-0.464276,0.851691,0.660624,-9.90711
3609,0.00321352,0.476089,0,-0.46521,0.850382,0.661521,-9.99767
3610,0.00322918,0.47704,0,-0.466137,0.849063,0.662409,-10.0884
3611,0.00324497,0.477983,0,-0.467056,0.847735,0.66329,-10.1794
3612,0.00326088,0.478919,0,-0.467966,0.846398,0.664164,-10.2706
3613,0.00327691,0.479847,0,-0.468867,0.845051,0.665029,-10.3619
3614,0.00329308,0.480767,0,-0.46976,0.843695,0.665888,-10.4535
3615,0.00330937,0.481679,0,-0.470645,0.842329,0.666738,-10.5454
3616,0.00332579,0.482583,0,-0.471521,0.840953,0.667581,-10.6375
3617,0.00334235,0.48348,0,-0.472388,0.839567,0.668417,-10.7298
3618,0.00335904,0.484368,0,-0.473246,0.838171,0.669245,-10.8223
3619,0.00337588,0.485249,0,-0.474095,0.836765,0.670066,-10.9151
3620,0.00339286,0.486121,0,-0.474936,0.835349,0.67088,-11.0082
3621,0.00340998,0.486985,0,-0.475767,0.833922,0.671686,-11.1016
3622,0.00342725,0.487841,0,-0.476589,0.832485,0.672485,-11.1952
3623,0.00344467,0.488689,0,-0.477402,0.831038,0.673277,-11.2891
3624,0.00346225,0.489529,0,-0.478206,0.829579,0.674062,-11.3833
3625,0.00347998,0.49036,0,-0.479,0.82811,0.674839,-11.4778
3626,0.00349788,0.491183,0,-0.479785,0.826629,0.67561,-11.5726
3627,0.00351594,0.491997,0,-0.480561,0.825138,0.676373,-11.6678
3628,0.00353417,0.492803,0,-0.481327,0.823635,0.67713,-11.7632
3629,0.00355257,0.4936,0,-0.482083,0.82212,0.677879,-11.859
3630,0.00357114,0.494389,0,-0.482829,0.820594,0.678621,-11.9552
3631,0.0035899,0.495169,0,-0.483566,0.819056,0.679357,-12.0517
3632,0.00360884,0.495941,0,-0.484292,0.817506,0.680085,-12.1486
3633,0.00362796,0.496703,0,-0.485008,0.815943,0.680807,-12.2459
3634,0.00364728,0.497457,0,-0.485715,0.814368,0.681522,-12.3435
3635,0.00366679,0.498202,0,-0.486411,0.812781,0.68223,-12.4416
3636,0.00368651,0.498938,0,-0.487096,0.81118,0.682931,-12.54
3637,0.00370643,0.499665,0,-0.487772,0.809567,0.683625,-12.6389
3638,0.00372657,0.500384,0,-0.488436,0.80794,0.684313,-12.7383
3639,0.00374692,0.501093,0,-0.48909,0.8063,0.684994,-12.8381
3640,0.00376749,0.501792,0,-0.489733,0.804645,0.685668,-12.9383
3641,0.00378829,0.502483,0,-0.490365,0.802977,0.686336,-13.0391
3642,0.00380932,0.503164,0,-0.490986,0.801295,0.686997,-13.1403
3643,0.00383059,0.503836,0,-0.491596,0.799598,0.687651,-13.242
3644,0.00385211,0.504499,0,-0.492195,0.797887,0.688299,-13.3443
3645,0.00387388,0.505152,0,-0.492782,0.79616,0.68894,-13.4471
3646,0.00389591,0.505796,0,-0.493358,0.794418,0.689575,-13.5505
3647,0.0039182,0.50643,0,-0.493922,0.79266,0.690203,-13.6544
3648,0.00394077,0.507054,0,-0.494474,0.790886,0.690825,-13.7589
3649,0.00396362,0.507668,0,-0.495014,0.789096,0.69144,-13.8641
3650,0.00398676,0.508273,0,-0.495542,0.787289,0.692049,-13.9698
3651,0.0040102,0.508868,0,-0.496058,0.785465,0.692651,-14.0763
3652,0.00403394,0.509453,0,-0.496561,0.783623,0.693247,-14.1833
3653,0.004058,0.510028,0,-0.497052,0.781764,0.693836,-14.2911
3654,0.00408239,0.510592,0,-0.49753,0.779886,0.694419,-14.3996
3655,0.0041071,0.511147,0,-0.497994,0.77799,0.694996,-14.5088
3656,0.00413217,0.511691,0,-0.498446,0.776075,0.695567,-14.6188
3657,0.00415759,0.512224,0,-0.498884,0.77414,0.696131,-14.7296
3658,0.00418337,0.512747,0,-0.499308,0.772185,0.696688,-14.8412
3659,0.00420954,0.51326,0,-0.499718,0.77021,0.69724,-14.9536
3660,0.00423609,0.513762,0,-0.500115,0.768214,0.697785,-15.0669
3661,0.00426305,0.514253,0,-0.500497,0.766196,0.698323,-15.181
3662,0.00429043,0.514733,0,-0.500864,0.764156,0.698856,-15.2961
3663,0.00431824,0.515201,0,-0.501217,0.762093,0.699382,-15.4122
3664,0.0043465,0.515659,0,-0.501554,0.760007,0.699902,-15.5292
3665,0.00437521,0.516106,0,-0.501876,0.757897,0.700415,-15.6473
3666,0.00440441,0.516541,0,-0.502182,0.755763,0.700922,-15.7664
3667,0.0044341,0.516964,0,-0.502472,0.753603,0.701423,-15.8866
3668,0.00446431,0.517376,0,-0.502745,0.751418,0.701918,-16.0079
