exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
2950,0.519326,0.28921,0,-0.216288,0.0610814,0.683551,-75.4522
2951,0.54096,0.28433,0,-0.21437,0.0591261,0.682475,-76.0476
2952,0.562203,0.279566,0,-0.212617,0.0573052,0.68139,-76.6181
2953,0.582966,0.274929,0,-0.211019,0.0556125,0.680297,-77.1633
2954,0.603168,0.270429,0,-0.209567,0.0540408,0.679196,-77.6832
2955,0.622738,0.266075,0,-0.208247,0.0525826,0.678087,-78.1777
2956,0.641615,0.261874,0,-0.207053,0.0512323,0.676971,-78.6471
2957,0.65975,0.257832,0,-0.205972,0.0499823,0.675849,-79.0915
2958,0.677102,0.253953,0,-0.204995,0.0488268,0.674721,-79.5116
2959,0.693643,0.250239,0,-0.204112,0.0477589,0.673588,-79.9077
2960,0.709353,0.246693,0,-0.203316,0.0467735,0.67245,-80.2806
2961,0.724223,0.243313,0,-0.202598,0.0458645,0.671307,-80.6309
2962,0.738251,0.240101,0,-0.20195,0.0450267,0.67016,-80.9594
2963,0.751445,0.237053,0,-0.201367,0.0442551,0.66901,-81.267
2964,0.763818,0.234166,0,-0.20084,0.0435448,0.667856,-81.5545
2965,0.77539,0.231438,0,-0.200366,0.0428914,0.666699,-81.8227
2966,0.786183,0.228864,0,-0.199938,0.0422907,0.66554,-82.0726
2967,0.796227,0.226439,0,-0.199552,0.0417389,0.664379,-82.3051
2968,0.805553,0.224158,0,-0.199204,0.0412322,0.663216,-82.521
2969,0.814193,0.222015,0,-0.19889,0.0407674,0.662051,-82.7213
2970,0.822182,0.220005,0,-0.198606,0.0403412,0.660885,-82.9068
2971,0.829556,0.218123,0,-0.198351,0.0399507,0.659718,-83.0782
2972,0.836351,0.216361,0,-0.19812,0.0395932,0.658551,-83.2366
2973,0.842602,0.214714,0,-0.197912,0.0392663,0.657383,-83.3825
2974,0.848344,0.213176,0,-0.197724,0.0389675,0.656214,-83.5168
2975,0.853612,0.211742,0,-0.197555,0.0386948,0.655046,-83.6403
2976,0.858438,0.210405,0,-0.197403,0.0384462,0.653877,-83.7535
2977,0.862853,0.20916,0,-0.197266,0.0382197,0.652709,-83.8572
2978,0.866889,0.208002,0,-0.197143,0.0380139,0.651542,-83.9519
2979,0.870573,0.206925,0,-0.197033,0.0378269,0.650375,-84.0384
2980,0.873933,0.205925,0,-0.196934,0.0376576,0.649209,-84.117
2981,0.876994,0.204996,0,-0.196846,0.0375044,0.648044,-84.1884
2982,0.87978,0.204134,0,-0.196767,0.0373662,0.64688,-84.253
2983,0.882312,0.203335,0,-0.196697,0.0372418,0.645717,-84.3113
2984,0.884612,0.202595,0,-0.196636,0.0371302,0.644556,-84.3638
2985,0.886698,0.201909,0,-0.196581,0.0370305,0.643396,-84.4108
2986,0.888588,0.201274,0,-0.196534,0.0369417,0.642237,-84.4527
2987,0.890298,0.200688,0,-0.196493,0.036863,0.64108,-84.4899
2988,0.891843,0.200145,0,-0.196458,0.0367937,0.639925,-84.5227
2989,0.893237,0.199644,0,-0.196429,0.036733,0.638771,-84.5515
2990,0.894493,0.199182,0,-0.196404,0.0366803,0.637619,-84.5764
2991,0.895623,0.198756,0,-0.196385,0.0366351,0.63647,-84.5978
2992,0.896636,0.198363,0,-0.196369,0.0365968,0.635321,-84.616
2993,0.897543,0.198001,0,-0.196358,0.0365648,0.634175,-84.6311
2994,0.898352,0.197668,0,-0.19635,0.0365387,0.633031,-84.6435
2995,0.899073,0.197362,0,-0.196346,0.0365181,0.631889,-84.6532
2996,0.899711,0.197081,0,-0.196345,0.0365025,0.63075,-84.6605
2997,0.900275,0.196823,0,-0.196347,0.0364916,0.629612,-84.6655
2998,0.90077,0.196587,0,-0.196352,0.036485,0.628476,-84.6685
2999,0.901202,0.19637,0,-0.196359,0.0364826,0.627343,-84.6695
3000,0.901576,0.196173,0,-0.196369,0.0364838,0.626212,-84.6687
3001,0.901897,0.195993,0,-0.196382,0.0364885,0.625083,-84.6662
3002,0.902169,0.195829,0,-0.196396,0.0364964,0.623957,-84.6623
3003,0.902397,0.19568,0,-0.196413,0.0365074,0.622833,-84.6568
3004,0.902583,0.195545,0,-0.196432,0.036521,0.621711,-84.6501
3005,0.902732,0.195423,0,-0.196452,0.0365373,0.620591,-84.6421
3006,0.902845,0.195312,0,-0.196474,0.036556,0.619474,-84.6329
3007,0.902927,0.195214,0,-0.196498,0.0365769,0.618359,-84.6228
3008,0.902979,0.195125,0,-0.196523,0.0365998,0.617247,-84.6116
3009,0.903004,0.195046,0,-0.196549,0.0366246,0.616137,-84.5995
3010,0.903003,0.194977,0,-0.196577,0.0366513,0.61503,-84.5866
3011,0.90298,0.194915,0,-0.196606,0.0366796,0.613924,-84.5728
3012,0.902935,0.194862,0,-0.196636,0.0367094,0.612822,-84.5584
3013,0.90287,0.194816,0,-0.196668,0.0367407,0.611722,-84.5433
3014,0.902787,0.194776,0,-0.196701,0.0367734,0.610624,-84.5275
3015,0.902687,0.194743,0,-0.196734,0.0368072,0.609528,-84.5112
3016,0.902571,0.194716,0,-0.196769,0.0368422,0.608436,-84.4944
3017,0.902441,0.194694,0,-0.196804,0.0368783,0.607345,-84.477
3018,0.902297,0.194677,0,-0.19684,0.0369154,0.606257,-84.4592
3019,0.902141,0.194665,0,-0.196877,0.0369534,0.605172,-84.441
3020,0.901973,0.194658,0,-0.196915,0.0369922,0.604089,-84.4224
3021,0.901794,0.194654,0,-0.196954,0.0370319,0.603008,-84.4034
3022,0.901605,0.194655,0,-0.196993,0.0370723,0.60193,-84.384
3023,0.901407,0.194659,0,-0.197033,0.0371135,0.600855,-84.3644
3024,0.9012,0.194667,0,-0.197074,0.0371552,0.599781,-84.3445
3025,0.900985,0.194677,0,-0.197115,0.0371976,0.598711,-84.3243
3026,0.900763,0.194691,0,-0.197157,0.0372406,0.597643,-84.3039
3027,0.900533,0.194708,0,-0.197199,0.037284,0.596577,-84.2832
3028,0.900297,0.194727,0,-0.197242,0.037328,0.595514,-84.2623
3029,0.900055,0.194748,0,-0.197286,0.0373725,0.594453,-84.2413
3030,0.899807,0.194772,0,-0.19733,0.0374173,0.593395,-84.2201
3031,0.899553,0.194798,0,-0.197374,0.0374625,0.592339,-84.1987
3032,0.899295,0.194826,0,-0.197419,0.0375081,0.591285,-84.1771
3033,0.899032,0.194855,0,-0.197464,0.0375541,0.590234,-84.1554
3034,0.898764,0.194887,0,-0.19751,0.0376004,0.589186,-84.1336
3035,0.898493,0.19492,0,-0.197556,0.0376469,0.58814,-84.1117
3036,0.898217,0.194955,0,-0.197603,0.0376938,0.587096,-84.0897
3037,0.897938,0.194991,0,-0.19765,0.0377409,0.586055,-84.0676
3038,0.897655,0.195028,0,-0.197697,0.0377882,0.585016,-84.0454
3039,0.897369,0.195067,0,-0.197745,0.0378357,0.58398,-84.0231
3040,0.89708,0.195107,0,-0.197793,0.0378835,0.582946,-84.0008
3041,0.896788,0.195148,0,-0.197841,0.0379315,0.581914,-83.9783
3042,0.896494,0.19519,0,-0.19789,0.0379796,0.580885,-83.9559
3043,0.896197,0.195234,0,-0.197939,0.0380279,0.579858,-83.9334
3044,0.895897,0.195278,0,-0.197988,0.0380764,0.578834,-83.9108
3045,0.895596,0.195323,0,-0.198038,0.038125,0.577812,-83.8882
3046,0.895292,0.195369,0,-0.198087,0.0381738,0.576793,-83.8655
3047,0.894986,0.195416,0,-0.198138,0.0382226,0.575776,-83.8429
3048,0.894678,0.195463,0,-0.198188,0.0382716,0.574761,-83.8202
3049,0.894368,0.195512,0,-0.198239,0.0383207,0.573749,-83.7975
3050,0.894057,0.195561,0,-0.19829,0.0383699,0.572739,-83.7747
3051,0.893744,0.19561,0,-0.198341,0.0384191,0.571731,-83.752
3052,0.893429,0.195661,0,-0.198392,0.0384685,0.570726,-83.7292
3053,0.893113,0.195712,0,-0.198444,0.0385179,0.569723,-83.7065
3054,0.892795,0.195763,0,-0.198496,0.0385674,0.568723,-83.6837
3055,0.892477,0.195815,0,-0.198548,0.038617,0.567725,-83.6609
3056,0.892156,0.195867,0,-0.198601,0.0386667,0.566729,-83.6381
3057,0.891835,0.19592,0,-0.198653,0.0387163,0.565736,-83.6154
3058,0.891512,0.195974,0,-0.198706,0.0387661,0.564745,-83.5926
3059,0.891189,0.196028,0,-0.198759,0.0388159,0.563756,-83.5698
3060,0.890864,0.196082,0,-0.198812,0.0388657,0.56277,-83.5471
3061,0.890538,0.196137,0,-0.198866,0.0389156,0.561786,-83.5243
3062,0.890211,0.196192,0,-0.19892,0.0389655,0.560804,-83.5016
3063,0.889883,0.196248,0,-0.198974,0.0390154,0.559824,-83.4789
3064,0.889555,0.196303,0,-0.199028,0.0390653,0.558847,-83.4561
3065,0.889225,0.19636,0,-0.199082,0.0391153,0.557872,-83.4335
3066,0.888895,0.196416,0,-0.199137,0.0391653,0.5569,-83.4108
3067,0.888563,0.196473,0,-0.199191,0.0392154,0.555929,-83.3881
3068,0.888231,0.19653,0,-0.199246,0.0392654,0.554961,-83.3655
3069,0.887898,0.196588,0,-0.199301,0.0393155,0.553996,-83.3428
3070,0.887565,0.196646,0,-0.199357,0.0393656,0.553032,-83.3202
3071,0.887231,0.196704,0,-0.199412,0.0394157,0.552071,-83.2977
3072,0.886896,0.196762,0,-0.199468,0.0394658,0.551112,-83.2751
3073,0.88656,0.196821,0,-0.199523,0.0395159,0.550156,-83.2526
3074,0.886224,0.19688,0,-0.199579,0.039566,0.549201,-83.2301
3075,0.885887,0.196939,0,-0.199636,0.0396161,0.548249,-83.2076
3076,0.885549,0.196998,0,-0.199692,0.0396662,0.547299,-83.1851
3077,0.885211,0.197058,0,-0.199749,0.0397163,0.546352,-83.1627
3078,0.884873,0.197118,0,-0.199805,0.0397665,0.545406,-83.1403
3079,0.884533,0.197178,0,-0.199862,0.0398166,0.544463,-83.1179
3080,0.884194,0.197238,0,-0.199919,0.0398667,0.543522,-83.0955
3081,0.883853,0.197298,0,-0.199976,0.0399168,0.542583,-83.0732
3082,0.883512,0.197359,0,-0.200034,0.039967,0.541647,-83.0509
3083,0.883171,0.19742,0,-0.200091,0.0400171,0.540712,-83.0286
3084,0.882829,0.197481,0,-0.200149,0.0400672,0.53978,-83.0064
3085,0.882487,0.197542,0,-0.200207,0.0401173,0.53885,-82.9841
3086,0.882144,0.197604,0,-0.200265,0.0401674,0.537922,-82.9619
3087,0.8818,0.197665,0,-0.200323,0.0402175,0.536997,-82.9398
3088,0.881457,0.197727,0,-0.200382,0.0402676,0.536073,-82.9176
3089,0.881112,0.197789,0,-0.20044,0.0403177,0.535152,-82.8955
3090,0.880768,0.197851,0,-0.200499,0.0403678,0.534233,-82.8735
3091,0.880422,0.197914,0,-0.200558,0.0404178,0.533316,-82.8514
3092,0.880077,0.197976,0,-0.200617,0.0404679,0.532401,-82.8294
3093,0.879731,0.198039,0,-0.200676,0.0405179,0.531489,-82.8074
3094,0.879384,0.198102,0,-0.200736,0.040568,0.530578,-82.7854
3095,0.879037,0.198165,0,-0.200795,0.040618,0.52967,-82.7635
3096,0.87869,0.198228,0,-0.200855,0.040668,0.528764,-82.7416
3097,0.878342,0.198291,0,-0.200915,0.0407181,0.52786,-82.7197
3098,0.877994,0.198355,0,-0.200975,0.0407681,0.526958,-82.6979
3099,0.877645,0.198418,0,-0.201035,0.0408181,0.526058,-82.676
3100,0.877296,0.198482,0,-0.201095,0.0408681,0.52516,-82.6542
3101,0.876947,0.198546,0,-0.201156,0.040918,0.524265,-82.6325
3102,0.876597,0.19861,0,-0.201216,0.040968,0.523371,-82.6108
3103,0.876247,0.198674,0,-0.201277,0.041018,0.52248,-82.589
3104,0.875896,0.198739,0,-0.201338,0.0410679,0.521591,-82.5674
3105,0.875545,0.198803,0,-0.201399,0.0411179,0.520704,-82.5457
3106,0.875194,0.198868,0,-0.20146,0.0411678,0.519819,-82.5241
3107,0.874842,0.198933,0,-0.201522,0.0412177,0.518936,-82.5025
3108,0.87449,0.198998,0,-0.201583,0.0412676,0.518055,-82.481
3109,0.874138,0.199063,0,-0.201645,0.0413175,0.517176,-82.4594
3110,0.873785,0.199128,0,-0.201707,0.0413674,0.516299,-82.4379
3111,0.873431,0.199193,0,-0.201769,0.0414173,0.515424,-82.4164
3112,0.873078,0.199259,0,-0.201831,0.0414672,0.514552,-82.395
3113,0.872724,0.199324,0,-0.201894,0.041517,0.513681,-82.3736
3114,0.872369,0.19939,0,-0.201956,0.0415669,0.512812,-82.3522
3115,0.872014,0.199456,0,-0.202019,0.0416167,0.511946,-82.3308
3116,0.871659,0.199522,0,-0.202081,0.0416666,0.511081,-82.3095
3117,0.871304,0.199588,0,-0.202144,0.0417164,0.510219,-82.2881
3118,0.870948,0.199654,0,-0.202208,0.0417662,0.509358,-82.2668
3119,0.870591,0.199721,0,-0.202271,0.0418161,0.5085,-82.2456
3120,0.870234,0.199787,0,-0.202334,0.0418659,0.507644,-82.2243
3121,0.869877,0.199854,0,-0.202398,0.0419157,0.506789,-82.2031
3122,0.86952,0.199921,0,-0.202462,0.0419655,0.505937,-82.182
3123,0.869162,0.199988,0,-0.202525,0.0420153,0.505086,-82.1608
3124,0.868804,0.200055,0,-0.202589,0.0420651,0.504238,-82.1397
3125,0.868445,0.200122,0,-0.202654,0.0421148,0.503392,-82.1186
3126,0.868086,0.20019,0,-0.202718,0.0421646,0.502547,-82.0975
3127,0.867727,0.200257,0,-0.202782,0.0422144,0.501705,-82.0764
3128,0.867367,0.200325,0,-0.202847,0.0422642,0.500865,-82.0554
3129,0.867007,0.200392,0,-0.202912,0.0423139,0.500026,-82.0344
3130,0.866646,0.20046,0,-0.202977,0.0423637,0.49919,-82.0134
3131,0.866285,0.200528,0,-0.203042,0.0424135,0.498355,-81.9924
3132,0.865924,0.200596,0,-0.203107,0.0424632,0.497523,-81.9715
3133,0.865562,0.200665,0,-0.203173,0.042513,0.496692,-81.9506
3134,0.8652,0.200733,0,-0.203238,0.0425627,0.495863,-81.9297
3135,0.864838,0.200801,0,-0.203304,0.0426125,0.495037,-81.9088
3136,0.864475,0.20087,0,-0.20337,0.0426622,0.494212,-81.888
3137,0.864111,0.200939,0,-0.203436,0.042712,0.493389,-81.8672
3138,0.863748,0.201008,0,-0.203502,0.0427617,0.492568,-81.8464
3139,0.863383,0.201077,0,-0.203569,0.0428115,0.491749,-81.8256
3140,0.863019,0.201146,0,-0.203635,0.0428612,0.490932,-81.8048
3141,0.862654,0.201215,0,-0.203702,0.042911,0.490117,-81.7841
3142,0.862289,0.201284,0,-0.203769,0.0429607,0.489304,-81.7634
3143,0.861923,0.201354,0,-0.203836,0.0430105,0.488493,-81.7427
3144,0.861557,0.201424,0,-0.203903,0.0430603,0.487683,-81.722
3145,0.86119,0.201493,0,-0.20397,0.04311,0.486876,-81.7014
3146,0.860823,0.201563,0,-0.204038,0.0431598,0.48607,-81.6807
3147,0.860456,0.201633,0,-0.204106,0.0432096,0.485267,-81.6601
3148,0.860088,0.201703,0,-0.204173,0.0432594,0.484465,-81.6395
3149,0.859719,0.201774,0,-0.204241,0.0433092,0.483665,-81.619
3150,0.859351,0.201844,0,-0.20431,0.043359,0.482867,-81.5984
3151,0.858981,0.201915,0,-0.204378,0.0434088,0.482071,-81.5779
3152,0.858612,0.201985,0,-0.204446,0.0434586,0.481277,-81.5573
3153,0.858242,0.202056,0,-0.204515,0.0435084,0.480485,-81.5368
3154,0.857871,0.202127,0,-0.204584,0.0435582,0.479694,-81.5164
3155,0.8575,0.202198,0,-0.204653,0.0436081,0.478905,-81.4959
3156,0.857129,0.202269,0,-0.204722,0.0436579,0.478119,-81.4755
3157,0.856757,0.202341,0,-0.204791,0.0437078,0.477334,-81.455
3158,0.856384,0.202412,0,-0.204861,0.0437577,0.476551,-81.4346
3159,0.856012,0.202484,0,-0.204931,0.0438076,0.475769,-81.4142
3160,0.855638,0.202555,0,-0.205,0.0438575,0.47499,-81.3938
3161,0.855265,0.202627,0,-0.205071,0.0439074,0.474212,-81.3735
3162,0.85489,0.202699,0,-0.205141,0.0439573,0.473437,-81.3531
3163,0.854516,0.202771,0,-0.205211,0.0440073,0.472663,-81.3328
3164,0.85414,0.202844,0,-0.205282,0.0440572,0.471891,-81.3124
3165,0.853765,0.202916,0,-0.205352,0.0441072,0.47112,-81.2921
3166,0.853388,0.202989,0,-0.205423,0.0441572,0.470352,-81.2718
3167,0.853012,0.203061,0,-0.205494,0.0442072,0.469585,-81.2516
3168,0.852634,0.203134,0,-0.205566,0.0442573,0.468821,-81.2313
3169,0.852257,0.203207,0,-0.205637,0.0443073,0.468058,-81.211
3170,0.851878,0.20328,0,-0.205709,0.0443574,0.467296,-81.1908
3171,0.8515,0.203354,0,-0.205781,0.0444075,0.466537,-81.1706
3172,0.85112,0.203427,0,-0.205853,0.0444577,0.465779,-81.1503
3173,0.85074,0.2035,0,-0.205925,0.0445078,0.465023,-81.1301
3174,0.85036,0.203574,0,-0.205997,0.044558,0.464269,-81.1099
3175,0.849979,0.203648,0,-0.20607,0.0446082,0.463517,-81.0897
3176,0.849597,0.203722,0,-0.206143,0.0446584,0.462767,-81.0696
3177,0.849215,0.203796,0,-0.206216,0.0447087,0.462018,-81.0494
3178,0.848833,0.20387,0,-0.206289,0.044759,0.461271,-81.0292
3179,0.84845,0.203945,0,-0.206362,0.0448093,0.460526,-81.0091
3180,0.848066,0.204019,0,-0.206436,0.0448596,0.459782,-80.9889
3181,0.847682,0.204094,0,-0.206509,0.04491,0.459041,-80.9688
3182,0.847297,0.204169,0,-0.206583,0.0449604,0.458301,-80.9487
3183,0.846911,0.204244,0,-0.206658,0.0450109,0.457563,-80.9286
3184,0.846525,0.204319,0,-0.206732,0.0450613,0.456826,-80.9085
3185,0.846138,0.204394,0,-0.206806,0.0451118,0.456092,-80.8884
3186,0.845751,0.20447,0,-0.206881,0.0451624,0.455359,-80.8683
3187,0.845363,0.204545,0,-0.206956,0.045213,0.454627,-80.8482
3188,0.844974,0.204621,0,-0.207031,0.0452636,0.453898,-80.8281
3189,0.844585,0.204697,0,-0.207107,0.0453143,0.45317,-80.808
3190,0.844195,0.204773,0,-0.207182,0.045365,0.452444,-80.7879
3191,0.843804,0.204849,0,-0.207258,0.0454157,0.45172,-80.7678
3192,0.843413,0.204926,0,-0.207334,0.0454665,0.450997,-80.7478
3193,0.843021,0.205003,0,-0.20741,0.0455174,0.450277,-80.7277
3194,0.842629,0.205079,0,-0.207487,0.0455683,0.449557,-80.7076
3195,0.842236,0.205156,0,-0.207564,0.0456192,0.44884,-80.6876
3196,0.841842,0.205233,0,-0.207641,0.0456702,0.448124,-80.6675
3197,0.841447,0.205311,0,-0.207718,0.0457212,0.44741,-80.6474
3198,0.841052,0.205388,0,-0.207795,0.0457723,0.446698,-80.6274
3199,0.840655,0.205466,0,-0.207873,0.0458234,0.445987,-80.6073
3200,0.840259,0.205543,0,-0.207951,0.0458746,0.445278,-80.5873
3201,0.839861,0.205621,0,-0.208029,0.0459258,0.444571,-80.5672
3202,0.839463,0.205699,0,-0.208107,0.0459771,0.443865,-80.5471
3203,0.839064,0.205778,0,-0.208185,0.0460285,0.443161,-80.5271
3204,0.838664,0.205856,0,-0.208264,0.0460799,0.442459,-80.507
3205,0.838263,0.205935,0,-0.208343,0.0461314,0.441759,-80.4869
3206,0.837862,0.206014,0,-0.208423,0.0461829,0.44106,-80.4669
3207,0.83746,0.206093,0,-0.208502,0.0462345,0.440362,-80.4468
3208,0.837057,0.206172,0,-0.208582,0.0462861,0.439667,-80.4267
3209,0.836653,0.206251,0,-0.208662,0.0463379,0.438973,-80.4066
3210,0.836248,0.206331,0,-0.208742,0.0463896,0.438281,-80.3865
3211,0.835843,0.206411,0,-0.208823,0.0464415,0.43759,-80.3664
3212,0.835437,0.206491,0,-0.208903,0.0464934,0.436901,-80.3463
3213,0.835029,0.206571,0,-0.208985,0.0465454,0.436214,-80.3262
3214,0.834621,0.206651,0,-0.209066,0.0465975,0.435528,-80.3061
3215,0.834212,0.206732,0,-0.209147,0.0466496,0.434844,-80.286
3216,0.833803,0.206813,0,-0.209229,0.0467019,0.434162,-80.2659
3217,0.833392,0.206894,0,-0.209312,0.0467542,0.433481,-80.2457
3218,0.83298,0.206975,0,-0.209394,0.0468066,0.432802,-80.2256
3219,0.832568,0.207056,0,-0.209477,0.046859,0.432124,-80.2054
3220,0.832154,0.207138,0,-0.20956,0.0469116,0.431448,-80.1852
3221,0.83174,0.20722,0,-0.209643,0.0469642,0.430774,-80.165
3222,0.831324,0.207302,0,-0.209727,0.0470169,0.430101,-80.1448
3223,0.830908,0.207384,0,-0.20981,0.0470697,0.42943,-80.1246
3224,0.83049,0.207466,0,-0.209895,0.0471226,0.428761,-80.1044
3225,0.830072,0.207549,0,-0.209979,0.0471756,0.428093,-80.0841
3226,0.829652,0.207632,0,-0.210064,0.0472287,0.427427,-80.0639
3227,0.829232,0.207715,0,-0.210149,0.0472818,0.426762,-80.0436
3228,0.82881,0.207799,0,-0.210234,0.0473351,0.426099,-80.0233
3229,0.828388,0.207882,0,-0.21032,0.0473885,0.425438,-80.003
3230,0.827964,0.207966,0,-0.210406,0.047442,0.424778,-79.9827
3231,0.827539,0.20805,0,-0.210493,0.0474955,0.42412,-79.9623
3232,0.827113,0.208135,0,-0.210579,0.0475492,0.423463,-79.942
3233,0.826686,0.208219,0,-0.210666,0.047603,0.422808,-79.9216
3234,0.826258,0.208304,0,-0.210754,0.0476569,0.422155,-79.9012
3235,0.825829,0.208389,0,-0.210842,0.047711,0.421503,-79.8808
3236,0.825398,0.208474,0,-0.21093,0.0477651,0.420852,-79.8603
3237,0.824966,0.20856,0,-0.211018,0.0478194,0.420204,-79.8398
3238,0.824533,0.208646,0,-0.211107,0.0478738,0.419556,-79.8193
3239,0.824099,0.208732,0,-0.211196,0.0479283,0.418911,-79.7988
3240,0.823663,0.208818,0,-0.211286,0.0479829,0.418267,-79.7783
3241,0.823226,0.208905,0,-0.211376,0.0480377,0.417624,-79.7577
3242,0.822788,0.208992,0,-0.211466,0.0480926,0.416983,-79.7371
3243,0.822349,0.209079,0,-0.211557,0.0481476,0.416344,-79.7165
3244,0.821908,0.209167,0,-0.211648,0.0482027,0.415706,-79.6958
3245,0.821466,0.209254,0,-0.211739,0.048258,0.41507,-79.6751
3246,0.821023,0.209343,0,-0.211831,0.0483135,0.414435,-79.6544
3247,0.820578,0.209431,0,-0.211923,0.048369,0.413802,-79.6336
3248,0.820131,0.20952,0,-0.212016,0.0484248,0.41317,-79.6129
3249,0.819683,0.209609,0,-0.212109,0.0484806,0.41254,-79.592
3250,0.819234,0.209698,0,-0.212202,0.0485367,0.411911,-79.5712
3251,0.818784,0.209787,0,-0.212296,0.0485929,0.411284,-79.5503
3252,0.818331,0.209877,0,-0.212391,0.0486492,0.410659,-79.5294
3253,0.817878,0.209967,0,-0.212485,0.0487057,0.410035,-79.5084
3254,0.817422,0.210058,0,-0.212581,0.0487624,0.409412,-79.4874
3255,0.816965,0.210149,0,-0.212676,0.0488192,0.408791,-79.4663
3256,0.816507,0.21024,0,-0.212773,0.0488762,0.408172,-79.4453
3257,0.816047,0.210332,0,-0.212869,0.0489334,0.407554,-79.4241
3258,0.815585,0.210423,0,-0.212966,0.0489907,0.406938,-79.403
3259,0.815121,0.210516,0,-0.213064,0.0490483,0.406323,-79.3818
3260,0.814656,0.210608,0,-0.213162,0.049106,0.40571,-79.3605
3261,0.814189,0.210701,0,-0.213261,0.0491639,0.405098,-79.3392
3262,0.81372,0.210794,0,-0.21336,0.049222,0.404488,-79.3178
3263,0.81325,0.210888,0,-0.213459,0.0492803,0.403879,-79.2964
3264,0.812778,0.210982,0,-0.213559,0.0493388,0.403271,-79.275
3265,0.812303,0.211076,0,-0.21366,0.0493975,0.402666,-79.2535
3266,0.811827,0.211171,0,-0.213761,0.0494564,0.402061,-79.2319
3267,0.811349,0.211266,0,-0.213863,0.0495155,0.401459,-79.2103
3268,0.810869,0.211362,0,-0.213965,0.0495749,0.400857,-79.1886
3269,0.810388,0.211458,0,-0.214068,0.0496344,0.400257,-79.1669
3270,0.809904,0.211554,0,-0.214171,0.0496942,0.399659,-79.1451
3271,0.809418,0.211651,0,-0.214275,0.0497542,0.399062,-79.1233
3272,0.808929,0.211748,0,-0.21438,0.0498145,0.398467,-79.1014
3273,0.808439,0.211846,0,-0.214485,0.049875,0.397873,-79.0794
3274,0.807947,0.211944,0,-0.214591,0.0499357,0.397281,-79.0574
3275,0.807452,0.212042,0,-0.214698,0.0499967,0.39669,-79.0353
3276,0.806956,0.212141,0,-0.214805,0.0500579,0.3961,-79.0132
3277,0.806456,0.212241,0,-0.214912,0.0501194,0.395513,-78.9909
3278,0.805955,0.21234,0,-0.215021,0.0501811,0.394926,-78.9686
3279,0.805451,0.212441,0,-0.21513,0.0502432,0.394341,-78.9463
3280,0.804945,0.212542,0,-0.215239,0.0503055,0.393758,-78.9238
3281,0.804437,0.212643,0,-0.21535,0.050368,0.393176,-78.9013
3282,0.803926,0.212745,0,-0.215461,0.0504309,0.392595,-78.8787
3283,0.803412,0.212847,0,-0.215573,0.050494,0.392016,-78.856
3284,0.802896,0.21295,0,-0.215685,0.0505575,0.391438,-78.8333
3285,0.802377,0.213053,0,-0.215799,0.0506212,0.390862,-78.8104
3286,0.801856,0.213157,0,-0.215913,0.0506853,0.390287,-78.7875
3287,0.801331,0.213261,0,-0.216028,0.0507496,0.389714,-78.7645
3288,0.800805,0.213366,0,-0.216143,0.0508143,0.389142,-78.7414
3289,0.800275,0.213471,0,-0.21626,0.0508794,0.388572,-78.7182
3290,0.799742,0.213577,0,-0.216377,0.0509447,0.388003,-78.6949
3291,0.799207,0.213684,0,-0.216495,0.0510104,0.387436,-78.6715
3292,0.798668,0.213791,0,-0.216614,0.0510765,0.38687,-78.6481
3293,0.798127,0.213899,0,-0.216734,0.0511429,0.386305,-78.6245
3294,0.797582,0.214007,0,-0.216855,0.0512097,0.385742,-78.6008
3295,0.797034,0.214116,0,-0.216976,0.0512769,0.385181,-78.577
3296,0.796483,0.214226,0,-0.217099,0.0513444,0.384621,-78.5531
3297,0.795929,0.214336,0,-0.217222,0.0514123,0.384062,-78.5291
3298,0.795371,0.214447,0,-0.217347,0.0514807,0.383505,-78.505
3299,0.79481,0.214559,0,-0.217472,0.0515494,0.382949,-78.4808
3300,0.794246,0.214671,0,-0.217599,0.0516185,0.382395,-78.4565
3301,0.793678,0.214784,0,-0.217726,0.0516881,0.381842,-78.432
3302,0.793106,0.214897,0,-0.217855,0.0517581,0.38129,-78.4074
3303,0.79253,0.215012,0,-0.217984,0.0518286,0.38074,-78.3827
3304,0.791951,0.215127,0,-0.218115,0.0518995,0.380192,-78.3579
3305,0.791368,0.215242,0,-0.218246,0.0519708,0.379645,-78.3329
3306,0.790781,0.215359,0,-0.218379,0.0520427,0.379099,-78.3078
3307,0.79019,0.215476,0,-0.218513,0.052115,0.378555,-78.2826
3308,0.789595,0.215594,0,-0.218648,0.0521878,0.378012,-78.2572
3309,0.788996,0.215713,0,-0.218785,0.0522611,0.37747,-78.2317
3310,0.788393,0.215833,0,-0.218922,0.052335,0.37693,-78.206
3311,0.787785,0.215953,0,-0.219061,0.0524094,0.376392,-78.1802
3312,0.787173,0.216075,0,-0.219202,0.0524843,0.375855,-78.1542
3313,0.786556,0.216197,0,-0.219343,0.0525597,0.375319,-78.1281
3314,0.785935,0.21632,0,-0.219486,0.0526358,0.374785,-78.1018
3315,0.785309,0.216444,0,-0.21963,0.0527124,0.374252,-78.0753
